行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
6560,CN-202023-3415334,2024/11/26,2024/12/2,标准级,柯婵-10930,柯婵,小型企业,合川,重庆,中国,西南,办公用-器具-10002966,办公用品,器具,冰箱,6945.12,3,0,2777.88
6561,CN-202021-1047687,2022/7/11,2022/7/16,标准级,彭伟-21550,彭伟,小型企业,沂水,山东,中国,华东,家具-书架-10004730,家具,书架,书架,2730.56,4,0,627.76
6562,CN-202020-5173564,2021/8/12,2021/8/14,二级,贺恒-13630,贺恒,消费者,广州,广东,中国,中南,办公用-标签-10003922,办公用品,标签,可去除的标签,304.92,6,0,115.08
6563,CN-202020-5173564,2021/8/12,2021/8/14,二级,贺恒-13630,贺恒,消费者,广州,广东,中国,中南,家具-用具-10003781,家具,用具,分层置放架,532.56,4,0,159.6
6564,CN-202023-1501002,2024/8/10,2024/8/12,二级,廖宣-20905,廖宣,消费者,睢城,江苏,中国,华东,办公用-美术-10002159,办公用品,美术,钢笔,14.504,1,0.8,-23.296
6565,US-202022-5703090,2023/7/17,2023/7/21,标准级,孙梦-18250,孙梦,公司,嘉善,浙江,中国,华东,家具-用具-10002407,家具,用具,门挡,237.552,2,0.4,-67.368
6566,CN-202021-5895003,2022/6/21,2022/6/27,标准级,白聪-11695,白聪,公司,深圳,广东,中国,中南,家具-椅子-10001258,家具,椅子,扶手椅,3999.24,2,0.1,1555.12
6567,CN-202023-3768437,2024/4/30,2024/5/5,二级,唐忠-11545,唐忠,公司,北京,北京,中国,华北,家具-用具-10004193,家具,用具,分层置放架,310.38,3,0,136.5
6568,CN-202023-3768437,2024/4/30,2024/5/5,二级,唐忠-11545,唐忠,公司,北京,北京,中国,华北,家具-用具-10004946,家具,用具,框架,2712.5,5,0,1247.4
6569,CN-202023-3768437,2024/4/30,2024/5/5,二级,唐忠-11545,唐忠,公司,北京,北京,中国,华北,家具-用具-10002267,家具,用具,分层置放架,816.34,7,0,399.84
6570,CN-202023-3768437,2024/4/30,2024/5/5,二级,唐忠-11545,唐忠,公司,北京,北京,中国,华北,办公用-收纳-10003464,办公用品,收纳具,盘,850.5,3,0,365.4
6571,CN-202023-5504068,2024/5/7,2024/5/12,标准级,佘平-19165,佘平,消费者,开封,河南,中国,中南,办公用-标签-10004030,办公用品,标签,可去除的标签,94.92,2,0,19.88
6572,CN-202023-5504068,2024/5/7,2024/5/12,标准级,佘平-19165,佘平,消费者,开封,河南,中国,中南,办公用-收纳-10003407,办公用品,收纳具,盒,653.94,9,0,209.16
6573,CN-202023-5504068,2024/5/7,2024/5/12,标准级,佘平-19165,佘平,消费者,开封,河南,中国,中南,办公用-收纳-10003204,办公用品,收纳具,盒,385.7,5,0,180.6
6574,CN-202023-5504068,2024/5/7,2024/5/12,标准级,佘平-19165,佘平,消费者,开封,河南,中国,中南,办公用-标签-10001520,办公用品,标签,可去除的标签,287.28,6,0,10.92
6575,CN-202023-2328434,2024/11/24,2024/11/28,二级,戴壁-10480,戴壁,消费者,常州,江苏,中国,华东,家具-椅子-10002448,家具,椅子,折叠椅,1199.94,5,0.4,-440.16
6576,CN-202023-1086295,2024/1/9,2024/1/13,标准级,徐安-10150,徐安,消费者,宿州,安徽,中国,华东,办公用-用品-10002349,办公用品,用品,剪刀,506.1,5,0,45.5
6577,CN-202023-4833083,2024/6/26,2024/7/1,标准级,钱涛-21145,钱涛,公司,新泰,山东,中国,华东,技术-电话-10004122,技术,电话,耳机,1063.44,3,0,244.44
6578,CN-202023-4833083,2024/6/26,2024/7/1,标准级,钱涛-21145,钱涛,公司,新泰,山东,中国,华东,办公用-用品-10002903,办公用品,用品,大剪刀,407.96,2,0,142.52
6579,CN-202021-4167270,2022/8/15,2022/8/15,当日,高凤-12865,高凤,消费者,汕头,广东,中国,中南,办公用-装订-10000762,办公用品,装订机,装订机盖,65.38,1,0,11.76
6580,CN-202021-4292548,2022/2/2,2022/2/6,标准级,宋立-16840,宋立,消费者,集宁,内蒙古,中国,华北,家具-椅子-10004718,家具,椅子,折叠椅,920.976,4,0.4,-552.944
6581,CN-202021-4292548,2022/2/2,2022/2/6,标准级,宋立-16840,宋立,消费者,集宁,内蒙古,中国,华北,技术-设备-10000750,技术,设备,计算器,692.16,5,0.4,-184.94
6582,CN-202021-4292548,2022/2/2,2022/2/6,标准级,宋立-16840,宋立,消费者,集宁,内蒙古,中国,华北,办公用-美术-10003462,办公用品,美术,荧光笔,159.012,9,0.8,-477.288
6583,CN-202023-1726701,2024/7/8,2024/7/13,标准级,秦刚-13075,秦刚,公司,梅河口,吉林,中国,东北,办公用-收纳-10003204,办公用品,收纳具,盒,385.7,5,0,180.6
6584,CN-202021-3865865,2022/6/12,2022/6/17,标准级,贺斯-20935,贺斯云,消费者,肇东,黑龙江,中国,东北,家具-书架-10000111,家具,书架,书架,1152.76,2,0,530.04
6585,CN-202021-5910958,2022/9/18,2022/9/21,二级,唐欢-14170,唐欢悦,消费者,漯河,河南,中国,中南,技术-配件-10000166,技术,配件,鼠标,287.28,2,0,103.32
6586,CN-202022-2204927,2023/6/17,2023/6/21,标准级,罗昌-11050,罗昌,公司,宿州,安徽,中国,华东,家具-椅子-10002059,家具,椅子,凳子,1567.44,2,0,109.48
6587,CN-202022-2204927,2023/6/17,2023/6/21,标准级,罗昌-11050,罗昌,公司,宿州,安徽,中国,华东,技术-设备-10004381,技术,设备,电话,1187.76,3,0,0
6588,CN-202023-4020885,2024/8/4,2024/8/8,标准级,洪辉-12580,洪辉,小型企业,南充,四川,中国,西南,办公用-收纳-10001573,办公用品,收纳具,盘,452.48,2,0,212.52
6589,CN-202023-1958951,2024/11/14,2024/11/20,标准级,邹雯-21820,邹雯,消费者,邵武,福建,中国,华东,技术-设备-10002867,技术,设备,收据打印机,1065.68,2,0,223.72
6590,US-202023-3405401,2024/3/24,2024/3/26,二级,贺立-16780,贺立,公司,益阳,湖南,中国,中南,家具-用具-10001977,家具,用具,框架,1608.18,3,0,739.62
6591,US-202021-1761745,2022/6/13,2022/6/17,标准级,孙斯-21010,孙斯云,消费者,大同,安徽,中国,华东,家具-书架-10000674,家具,书架,搁架,1598.52,2,0,335.44
6592,CN-202023-4188418,2024/4/1,2024/4/5,二级,潘彩-10690,潘彩,公司,桓仁,辽宁,中国,东北,家具-用具-10003459,家具,用具,框架,1822.968,6,0.4,-1033.032
6593,CN-202023-2594036,2024/9/19,2024/9/23,二级,袁敬-14980,袁敬,消费者,昌黎,河北,中国,华北,家具-书架-10000835,家具,书架,搁架,6302.24,8,0,756
6594,US-202023-5128542,2024/2/7,2024/2/13,标准级,赖虎-14035,赖虎,公司,武汉,湖北,中国,中南,技术-电话-10003002,技术,电话,音频基座,2334.36,5,0.4,-117.04
6595,US-202023-5128542,2024/2/7,2024/2/13,标准级,赖虎-14035,赖虎,公司,武汉,湖北,中国,中南,办公用-收纳-10002196,办公用品,收纳具,文件车,3845.52,6,0,461.16
6596,US-202020-1951831,2021/1/30,2021/2/5,标准级,王辉-12670,王辉,消费者,榆林,陕西,中国,西北,技术-电话-10002054,技术,电话,充电器,17850,6,0,3927
6597,US-202020-1951831,2021/1/30,2021/2/5,标准级,王辉-12670,王辉,消费者,榆林,陕西,中国,西北,办公用-用品-10001871,办公用品,用品,开信刀,391.02,3,0,85.68
6598,CN-202020-2330845,2021/2/1,2021/2/6,标准级,彭彩-10705,彭彩,消费者,兰州,甘肃,中国,西北,办公用-信封-10003369,办公用品,信封,局间信封,435.12,2,0,152.04
6599,CN-202020-2330845,2021/2/1,2021/2/6,标准级,彭彩-10705,彭彩,消费者,兰州,甘肃,中国,西北,家具-书架-10002456,家具,书架,书架,415.632,1,0.4,-20.888
6600,CN-202022-3367931,2023/8/20,2023/8/22,二级,龙谦-19300,龙谦,消费者,梅河口,吉林,中国,东北,家具-用具-10000059,家具,用具,门挡,1388.66,7,0,346.92
6601,CN-202022-3367931,2023/8/20,2023/8/22,二级,龙谦-19300,龙谦,消费者,梅河口,吉林,中国,东北,办公用-装订-10000364,办公用品,装订机,孔加固材料,118.86,3,0,53.34
6602,CN-202022-4356406,2023/8/21,2023/8/26,标准级,吕君-15250,吕君,消费者,汕尾,广东,中国,中南,办公用-信封-10004013,办公用品,信封,外皮和封条,299.46,3,0,17.64
6603,US-202020-5552260,2021/12/22,2021/12/28,标准级,田江-14635,田江丽,公司,云阳,河南,中国,中南,办公用-收纳-10001132,办公用品,收纳具,盒,112,1,0,4.48
6604,US-202020-5552260,2021/12/22,2021/12/28,标准级,田江-14635,田江丽,公司,云阳,河南,中国,中南,技术-配件-10002905,技术,配件,键盘,1947.4,5,0,642.6
6605,US-202020-5552260,2021/12/22,2021/12/28,标准级,田江-14635,田江丽,公司,云阳,河南,中国,中南,家具-书架-10004801,家具,书架,柜,2029.44,3,0,750.54
6606,CN-202020-5687295,2021/4/27,2021/5/4,标准级,薛关-15580,薛关茵,消费者,广州,广东,中国,中南,办公用-用品-10002573,办公用品,用品,尺子,374.5,5,0,56
6607,CN-202020-5687295,2021/4/27,2021/5/4,标准级,薛关-15580,薛关茵,消费者,广州,广东,中国,中南,办公用-纸张-10001312,办公用品,纸张,信纸,419.72,2,0,184.52
6608,CN-202020-5687295,2021/4/27,2021/5/4,标准级,薛关-15580,薛关茵,消费者,广州,广东,中国,中南,办公用-标签-10002476,办公用品,标签,圆形标签,33.32,1,0,9.24
6609,CN-202020-5687295,2021/4/27,2021/5/4,标准级,薛关-15580,薛关茵,消费者,广州,广东,中国,中南,办公用-纸张-10003967,办公用品,纸张,羊皮纸,422.1,5,0,21
6610,CN-202020-5687295,2021/4/27,2021/5/4,标准级,薛关-15580,薛关茵,消费者,广州,广东,中国,中南,办公用-器具-10001049,办公用品,器具,冰箱,2420.88,1,0,411.46
6611,CN-202020-5687295,2021/4/27,2021/5/4,标准级,薛关-15580,薛关茵,消费者,广州,广东,中国,中南,技术-配件-10003629,技术,配件,键盘,387.24,1,0,0
6612,US-202023-3772912,2024/9/8,2024/9/12,标准级,邵鹏-19075,邵鹏,消费者,深圳,广东,中国,中南,家具-用具-10004488,家具,用具,灯泡,235.76,2,0,49.28
6613,US-202023-3772912,2024/9/8,2024/9/12,标准级,邵鹏-19075,邵鹏,消费者,深圳,广东,中国,中南,办公用-系固-10002631,办公用品,系固件,橡皮筋,227.64,3,0,102.06
6614,US-202023-3772912,2024/9/8,2024/9/12,标准级,邵鹏-19075,邵鹏,消费者,深圳,广东,中国,中南,办公用-标签-10004959,办公用品,标签,合法证物标签,84,2,0,16.8
6615,CN-202020-2173759,2021/9/14,2021/9/20,标准级,巩光-13435,巩光,消费者,济南,山东,中国,华东,办公用-纸张-10003534,办公用品,纸张,笔记本,950.04,6,0,104.16
6616,CN-202020-2173759,2021/9/14,2021/9/20,标准级,巩光-13435,巩光,消费者,济南,山东,中国,华东,技术-复印-10003468,技术,复印机,个人复印机,3946.32,6,0,0
6617,CN-202020-2173759,2021/9/14,2021/9/20,标准级,巩光-13435,巩光,消费者,济南,山东,中国,华东,办公用-信封-10000067,办公用品,信封,局间信封,908.32,4,0,290.64
6618,CN-202020-5940390,2021/6/22,2021/6/23,一级,彭伟-21550,彭伟,小型企业,钟祥,湖北,中国,中南,办公用-收纳-10002861,办公用品,收纳具,搁板,896,4,0,44.8
6619,CN-202023-5266113,2024/12/21,2024/12/27,标准级,顾升-20125,顾升,小型企业,永川,重庆,中国,西南,办公用-装订-10003504,办公用品,装订机,装订机,158.48,2,0,55.44
6620,CN-202020-1829918,2021/10/15,2021/10/20,标准级,施菊-15040,施菊,消费者,韶关,广东,中国,中南,办公用-器具-10002486,办公用品,器具,烤面包机,1575.28,4,0,614.32
6621,CN-202021-2508741,2022/6/28,2022/7/3,标准级,龙谦-19300,龙谦,消费者,盐城,江苏,中国,华东,技术-配件-10001523,技术,配件,路由器,2868.768,4,0.4,-1004.192
6622,CN-202023-5586841,2024/12/7,2024/12/14,标准级,冯莲-16945,冯莲,公司,武汉,湖北,中国,中南,办公用-纸张-10003967,办公用品,纸张,羊皮纸,337.68,4,0,16.8
6623,CN-202023-5586841,2024/12/7,2024/12/14,标准级,冯莲-16945,冯莲,公司,武汉,湖北,中国,中南,办公用-器具-10002516,办公用品,器具,搅拌机,557.76,2,0.4,-241.92
6624,CN-202023-5586841,2024/12/7,2024/12/14,标准级,冯莲-16945,冯莲,公司,武汉,湖北,中国,中南,办公用-系固-10003317,办公用品,系固件,夹子,491.4,9,0.4,81.9
6625,CN-202023-2828219,2024/6/13,2024/6/17,标准级,白松-20740,白松,小型企业,巨野,山东,中国,华东,办公用-系固-10003146,办公用品,系固件,夹子,270.06,3,0,134.82
6626,US-202022-2752724,2023/9/14,2023/9/19,标准级,邹妮-18625,邹妮,公司,德阳,四川,中国,西南,技术-配件-10004228,技术,配件,键盘,1137.78,5,0.4,-133.42
6627,CN-202022-5036114,2023/6/26,2023/6/29,二级,付松-20650,付松,公司,廉州镇,广西,中国,中南,办公用-装订-10002129,办公用品,装订机,订书机,2222.64,9,0,466.2
6628,CN-202023-4537572,2024/5/14,2024/5/16,二级,潘涛-21205,潘涛,公司,钦州,广西,中国,中南,家具-椅子-10001896,家具,椅子,椅垫,798.714,3,0.1,248.094
6629,CN-202023-4537572,2024/5/14,2024/5/16,二级,潘涛-21205,潘涛,公司,钦州,广西,中国,中南,办公用-系固-10000554,办公用品,系固件,橡皮筋,297.92,4,0,11.76
6630,CN-202023-4537572,2024/5/14,2024/5/16,二级,潘涛-21205,潘涛,公司,钦州,广西,中国,中南,技术-配件-10003981,技术,配件,记忆卡,2421.3,5,0,944.3
6631,CN-202023-3874208,2024/6/8,2024/6/12,二级,薛博-10510,薛博,消费者,岳阳,湖南,中国,中南,办公用-系固-10000170,办公用品,系固件,图钉,153.72,3,0,28.98
6632,CN-202023-3874208,2024/6/8,2024/6/12,二级,薛博-10510,薛博,消费者,岳阳,湖南,中国,中南,办公用-系固-10004619,办公用品,系固件,订书钉,101.92,2,0,5.88
6633,CN-202021-3765639,2022/11/13,2022/11/17,标准级,陶恒-13645,陶恒,消费者,登封,河南,中国,中南,办公用-装订-10000090,办公用品,装订机,装订机盖,198.8,4,0,31.36
6634,CN-202021-3765639,2022/11/13,2022/11/17,标准级,陶恒-13645,陶恒,消费者,登封,河南,中国,中南,办公用-器具-10001452,办公用品,器具,炉灶,10496.08,4,0,1784.16
6635,US-202021-5057492,2022/10/8,2022/10/14,标准级,唐欢-14170,唐欢悦,消费者,余姚,浙江,中国,华东,家具-椅子-10000979,家具,椅子,凳子,1395.576,3,0.4,-209.664
6636,US-202021-5057492,2022/10/8,2022/10/14,标准级,唐欢-14170,唐欢悦,消费者,余姚,浙江,中国,华东,办公用-装订-10004255,办公用品,装订机,打孔机,597.408,7,0.4,-19.992
6637,US-202021-5057492,2022/10/8,2022/10/14,标准级,唐欢-14170,唐欢悦,消费者,余姚,浙江,中国,华东,家具-椅子-10000210,家具,椅子,扶手椅,5329.632,4,0.4,-1865.808
6638,US-202021-5057492,2022/10/8,2022/10/14,标准级,唐欢-14170,唐欢悦,消费者,余姚,浙江,中国,华东,办公用-用品-10001508,办公用品,用品,修剪器,246.288,2,0.4,-74.032
6640,CN-202020-2543675,2021/5/20,2021/5/20,当日,楚聪-11635,楚聪,消费者,大连,辽宁,中国,东北,办公用-纸张-10001162,办公用品,纸张,令,304.36,2,0,33.32
6641,CN-202020-2543675,2021/5/20,2021/5/20,当日,楚聪-11635,楚聪,消费者,大连,辽宁,中国,东北,家具-椅子-10003670,家具,椅子,摇椅,1620.192,4,0.4,-135.408
6642,CN-202020-2543675,2021/5/20,2021/5/20,当日,楚聪-11635,楚聪,消费者,大连,辽宁,中国,东北,家具-用具-10003847,家具,用具,框架,616.224,2,0.4,-174.776
6643,CN-202020-2543675,2021/5/20,2021/5/20,当日,楚聪-11635,楚聪,消费者,大连,辽宁,中国,东北,技术-配件-10002905,技术,配件,键盘,1402.128,6,0.4,-163.632
6644,CN-202021-2312244,2022/10/20,2022/10/25,标准级,钱幂-18070,钱幂,小型企业,乌海,内蒙古,中国,华北,技术-配件-10001200,技术,配件,键盘,599.256,3,0.4,59.556
6645,US-202020-4888622,2021/7/12,2021/7/15,一级,夏平-19120,夏平,消费者,无锡,江苏,中国,华东,办公用-系固-10002707,办公用品,系固件,按钉,81.48,2,0.4,-12.32
6646,US-202020-4888622,2021/7/12,2021/7/15,一级,夏平-19120,夏平,消费者,无锡,江苏,中国,华东,办公用-纸张-10001285,办公用品,纸张,计划信息表,102.62,1,0,25.62
6647,CN-202020-3781306,2021/5/12,2021/5/18,标准级,殷凤-13030,殷凤,小型企业,重庆,重庆,中国,西南,办公用-器具-10002081,办公用品,器具,炉灶,2522.24,1,0,554.82
6648,US-202023-1172542,2024/8/27,2024/9/2,标准级,施奇-11410,施奇,消费者,莱阳,山东,中国,华东,办公用-系固-10004142,办公用品,系固件,按钉,135.52,2,0,26.88
6649,US-202023-1172542,2024/8/27,2024/9/2,标准级,施奇-11410,施奇,消费者,莱阳,山东,中国,华东,办公用-美术-10004988,办公用品,美术,铅笔刀,652.4,5,0,71.4
6650,US-202023-1172542,2024/8/27,2024/9/2,标准级,施奇-11410,施奇,消费者,莱阳,山东,中国,华东,办公用-收纳-10001478,办公用品,收纳具,锁柜,9697.8,10,0,4653.6
6651,CN-202021-4494383,2022/5/24,2022/5/29,标准级,马荣-19750,马荣,消费者,济南,山东,中国,华东,家具-书架-10001846,家具,书架,搁架,5532.1,7,0,1880.62
6652,CN-202021-4494383,2022/5/24,2022/5/29,标准级,马荣-19750,马荣,消费者,济南,山东,中国,华东,办公用-纸张-10001576,办公用品,纸张,笔记本,831.6,6,0,83.16
6653,CN-202022-1785047,2023/5/2,2023/5/4,一级,唐栋-12325,唐栋,小型企业,唐寨,安徽,中国,华东,家具-椅子-10002697,家具,椅子,摇椅,1871.52,3,0,411.6
6654,CN-202022-1785047,2023/5/2,2023/5/4,一级,唐栋-12325,唐栋,小型企业,唐寨,安徽,中国,华东,技术-配件-10002609,技术,配件,键区,423.92,2,0,177.8
6655,CN-202022-1785047,2023/5/2,2023/5/4,一级,唐栋-12325,唐栋,小型企业,唐寨,安徽,中国,华东,办公用-信封-10000686,办公用品,信封,局间信封,892.64,4,0,365.68
6656,US-202020-3403395,2021/8/17,2021/8/19,二级,唐婉-21385,唐婉,小型企业,泰州,江苏,中国,华东,技术-配件-10000166,技术,配件,鼠标,517.104,6,0.4,-34.776
6657,CN-202022-5334809,2023/9/4,2023/9/8,二级,陶聪-11725,陶聪,消费者,沈阳,辽宁,中国,东北,家具-椅子-10001207,家具,椅子,扶手椅,2631.552,2,0.4,306.992
6658,CN-202022-5334809,2023/9/4,2023/9/8,二级,陶聪-11725,陶聪,消费者,沈阳,辽宁,中国,东北,办公用-标签-10004202,办公用品,标签,可去除的标签,304.64,8,0,140
6659,CN-202022-5334809,2023/9/4,2023/9/8,二级,陶聪-11725,陶聪,消费者,沈阳,辽宁,中国,东北,技术-配件-10003364,技术,配件,键盘,2281.44,10,0.4,-951.16
6660,CN-202023-1150523,2024/8/7,2024/8/11,二级,钱伟-21430,钱伟,公司,肇庆,广东,中国,中南,家具-书架-10000111,家具,书架,书架,1729.14,3,0,795.06
6661,CN-202023-1150523,2024/8/7,2024/8/11,二级,钱伟-21430,钱伟,公司,肇庆,广东,中国,中南,办公用-系固-10000081,办公用品,系固件,订书钉,220.08,6,0,74.76
6662,CN-202022-2166981,2023/8/27,2023/8/29,二级,孙辉-12625,孙辉,小型企业,邢台,河北,中国,华北,办公用-装订-10002546,办公用品,装订机,装订机,217.14,3,0,97.44
6663,CN-202023-1743738,2024/5/21,2024/5/27,标准级,马盛-20365,马盛,消费者,哈尔滨,黑龙江,中国,东北,办公用-装订-10000416,办公用品,装订机,订书机,1227.1,5,0,331.1
6664,CN-202023-1743738,2024/5/21,2024/5/27,标准级,马盛-20365,马盛,消费者,哈尔滨,黑龙江,中国,东北,办公用-美术-10000948,办公用品,美术,速写本,1824.48,10,0.2,182.28
6665,CN-202022-2977061,2023/6/19,2023/6/25,标准级,方惠-14350,方惠,消费者,扬州,江苏,中国,华东,办公用-器具-10001619,办公用品,器具,咖啡研磨机,336,2,0.4,-100.8
6666,CN-202023-4505574,2024/2/24,2024/2/28,标准级,邹雯-21820,邹雯,消费者,海口,海南,中国,中南,家具-书架-10002334,家具,书架,古典书架,7675.92,4,0,537.04
